REPORT_DATE,REFERENCE_ID,BIS_CATEGORY,BIS_TYPE,GUARANTEE_TYPE,BUSINESS_TYPE,METHOD_TYPE,FORMULA,RISK_WEIGHT,EXPOSURE_AMOUNT,GUARANTEE_AMOUNT,RISK_AMOUNT,PRE_CALC_VALUE,FINAL_VALUE
30/6/2025,d68dfe0d-5160-4244-884c-e903f65c9cf0,Derivative,Trading,Government,Corporate,IMM,F3,0.32,553065.35,267234.14,91465.99,93931.09,96082.62
30/6/2025,2543369b-867a-4c56-91d7-1fec8c38edf5,Derivative,Banking,Government,Interbank,Standardized,F1,0.2,409109.43,28801.7,76061.55,68998.09,69074.5
30/6/2025,70c92ba0-811d-48bb-b47a-f345431977bc,Derivative,Securitization,Collateral,Retail,IMM,F1,0.41,599782.75,95524.68,206745.81,208373.19,211549.96
30/6/2025,79a3a335-18ec-4eb0-a462-f100a7597983,Derivative,Banking,Third-party,Retail,SA-CCR,F2,0.94,491876.3,171981.73,300700.9,293190.54,290231.71
30/6/2025,33d312c4-a267-4153-b14d-ff748fd25e2c,Derivative,Banking,Third-party,Retail,SA-CCR,F4,0.91,848670.66,36900.72,738710.65,592992.71,639691.05
30/6/2025,3b002a48-c49b-4113-848a-ac9174ce2184,Derivative,Trading,Third-party,Sovereign,Standardized,F2,0.49,925005.3,290036.33,311134.8,332061.95,336927.94
30/6/2025,129f3510-b993-46dc-9620-718fbc1f35f3,Derivative,Banking,Third-party,Retail,Standardized,F1,0.98,84402.16,26286.56,56953.29,52038.03,47782.39
30/6/2025,36733359-4ea0-42e0-a154-00f771e8411d,Derivative,Banking,Collateral,Retail,IMM,F1,0.67,75997.43,13623.88,41790.28,46984.86,43566.69
30/6/2025,f4fd7104-15cd-4a3e-8212-6221daa4d042,Derivative,Banking,Government,Sovereign,IMM,F1,0.41,532724.62,74009.11,188073.36,185662.04,184000.59
30/6/2025,a43e8d75-f780-494c-a538-feca46c25175,Derivative,Securitization,Collateral,Interbank,IMM,F1,0.34,416542.69,106584.23,105385.88,90929.84,84783.97
30/6/2025,e77353a4-b00d-4e81-b6c8-e983a3a097a9,Derivative,Trading,Collateral,Interbank,IMM,F2,0.21,728324.1,342639.89,80993.68,96822.36,92604.25
30/6/2025,c30488b5-df50-460f-bc2b-4affc9927a67,Derivative,Trading,Third-party,Corporate,Standardized,F3,0.89,311332.94,83030.54,203189.14,225955.72,248323.9
30/6/2025,0549c7c8-1b32-41d1-98f8-3ab1baddbfb0,Derivative,Securitization,Third-party,Interbank,Standardized,F1,0.39,559503.25,40602.53,202371.28,210667.85,231671.69
30/6/2025,bab5d8c3-367e-4a53-828a-4d42c6108e55,Derivative,Securitization,Third-party,Interbank,Standardized,F3,0.55,509825.72,171120.17,186288.05,196944.74,194878.78
30/6/2025,7cd80236-c5ae-4059-9f35-d1289c589bc1,Derivative,Securitization,Collateral,Retail,SA-CCR,F3,0.37,233019.16,40047.14,71399.65,72948.74,77489.29
30/6/2025,e16beadf-fa2a-4748-b61a-23d21cdcd441,Derivative,Trading,Third-party,Retail,SA-CCR,F2,0.77,206454.76,93493.97,86979.81,72038.91,76446.01
30/6/2025,6c163e67-f416-4cad-a9bd-ad9515d93039,Derivative,Trading,Third-party,Corporate,IMM,F2,0.47,99054.05,40092.67,27711.85,31466.78,34466.09
30/6/2025,71b85c32-0f81-4b0e-9ca8-3ebe8596d851,Derivative,Securitization,Government,Sovereign,SA-CCR,F4,0.89,194087.92,6113.35,167297.37,167331.53,179443.91
30/6/2025,edf97397-f440-4ca3-882d-51ef43912a38,Derivative,Securitization,Third-party,Retail,IMM,F4,0.41,212446.77,105158.8,43988.07,42342.46,45694.21
30/6/2025,33095ff0-a7ad-487e-a18a-2e20db986fab,Derivative,Banking,Third-party,Retail,Standardized,F1,0.21,643547.33,88742.34,116509.05,124829.5,125879.74
30/6/2025,c332d773-b0cf-4d66-8ae7-92fe5133cf7e,Derivative,Banking,Government,Corporate,Standardized,F3,0.73,701914.21,210895.09,358443.96,384728.89,364179.68
30/6/2025,a1f43c20-286d-4ac4-a2ef-40361a0a1d2b,Derivative,Trading,Third-party,Corporate,IMM,F2,0.94,95728.9,39853.85,52522.55,47457.19,50875.79
30/6/2025,52b7a926-d6ea-4dbe-bd66-1fa0f734e510,Derivative,Trading,Collateral,Interbank,Standardized,F1,0.59,898511.51,150453.78,441354.06,366023.06,341675.82
30/6/2025,e7edec13-b5b3-4752-bb19-c25af7287cde,Derivative,Trading,Government,Sovereign,IMM,F2,0.77,167719.81,25751,109315.98,111532.15,117005.08
30/6/2025,e7503113-09d8-40cc-8979-07c20ddaf4f9,Derivative,Banking,Third-party,Sovereign,IMM,F2,0.41,324919.45,143534.68,74367.76,64253.1,57832.94
30/6/2025,07c259cf-af06-48ba-ac46-7403cb8490fd,Derivative,Trading,Government,Sovereign,Standardized,F3,0.49,149425.82,23818.48,61547.6,60389.45,55482.81
30/6/2025,05f18ca5-9c79-47bd-84e2-9f7278c9c8d0,Derivative,Banking,Government,Sovereign,IMM,F2,0.65,618693,20544.13,388796.77,444229.24,471766
30/6/2025,965cf2e3-8618-4bc5-80e7-1d89be7acbcf,Derivative,Banking,Government,Retail,Standardized,F2,0.98,188203.71,77843.03,108153.47,103572.18,95307.04
30/6/2025,14a46f8c-8b8c-476c-853e-c8d896ae0182,Derivative,Securitization,Collateral,Retail,SA-CCR,F1,0.79,419159.05,37835.14,301245.89,358989.7,389050.13
30/6/2025,4e468637-f14d-40c0-99f3-8f4acdf6b9dd,Derivative,Banking,Third-party,Corporate,Standardized,F3,0.76,470674.11,180753.34,220339.79,214764.25,215104.87
30/6/2025,87039738-2ecc-4d53-936a-645236936c2a,Derivative,Trading,Collateral,Interbank,SA-CCR,F1,0.68,701687.94,38856.53,450725.36,462085.96,442956.67
30/6/2025,524d4266-e600-4545-96ef-a3fdeccf6eba,Derivative,Securitization,Government,Retail,IMM,F4,0.7,624361.38,103289.05,364750.63,341826.09,337367.14
30/6/2025,668b2cba-f760-482e-911d-ecc43f35facc,Derivative,Banking,Collateral,Retail,Standardized,F2,0.3,555397.62,13584.06,162544.07,151785.13,147428.83
30/6/2025,676b04b5-75b3-4600-8c33-2465237c8837,Derivative,Securitization,Collateral,Interbank,Standardized,F3,0.73,615679.39,97069.86,378584.96,414463.68,410377.34
30/6/2025,27c2ded2-c448-4b97-a49c-bbf0d1c7842f,Derivative,Banking,Government,Corporate,Standardized,F1,0.35,657366.2,21975.15,222386.87,264064.98,252175.69
30/6/2025,2b2459f0-7f11-4f56-9bf1-03a8c0c75e99,Derivative,Securitization,Collateral,Interbank,IMM,F3,0.65,386122.77,42183.11,223560.78,216859.01,225204.09
30/6/2025,47aba790-e856-4653-b43a-8b9019387dfb,Derivative,Trading,Government,Interbank,IMM,F4,0.71,516171.96,243054.32,193913.52,161361.87,172234.75
30/6/2025,f957069e-a1e8-4673-90a4-90e166a5aafc,Derivative,Trading,Third-party,Sovereign,Standardized,F2,0.48,385647.13,122989.98,126075.43,120608.42,128682.93
30/6/2025,b57e9b54-f55f-468a-ad6b-e21fbe0ffe5e,Derivative,Trading,Collateral,Interbank,IMM,F1,0.76,953116.86,135400.96,621464.08,559263.94,511774.89
30/6/2025,e85a5444-a0b7-4260-aab0-21a8a3fc4ef6,Derivative,Securitization,Third-party,Corporate,Standardized,F4,0.26,221449.94,69600.14,39480.95,40736.35,41908.33
30/6/2025,a40c418b-88d5-4321-aa37-c55d3a0fa929,Derivative,Securitization,Collateral,Interbank,IMM,F4,0.67,507860.12,220853.08,192294.72,192308.37,184202.15
30/6/2025,3a1ab130-d406-4d2c-b211-730d3c385ae2,Derivative,Securitization,Collateral,Interbank,Standardized,F1,0.8,641467.94,266054.33,300330.89,276588.01,249181.3
30/6/2025,b5c0a273-4585-4819-8ec2-c503cad995a0,Derivative,Trading,Government,Corporate,Standardized,F3,0.27,326868.63,26335.03,81144.07,92481.61,101003.02
30/6/2025,bc65d30d-698a-49f4-8191-d3fee039f636,Derivative,Trading,Collateral,Retail,SA-CCR,F1,0.48,856828.04,227814.44,301926.53,290394.12,300333.75
30/6/2025,b690210d-6004-4255-89f3-4646d1541ca8,Derivative,Banking,Collateral,Corporate,SA-CCR,F2,0.6,57533.97,10533,28200.58,26534.81,29096.72
30/6/2025,3b371e15-648a-4e53-90f5-65efdb5adfac,Derivative,Banking,Government,Sovereign,Standardized,F1,0.91,73048.09,19742.12,48508.43,48327.12,50480.16
30/6/2025,02a04de4-14e3-4472-b10c-207bff35cc3d,Derivative,Banking,Third-party,Interbank,IMM,F3,0.58,926965.74,91228.46,484727.62,535074.92,523138.81
30/6/2025,9a5621b0-bbbc-49f8-be18-d4bfca3fcd50,Derivative,Securitization,Third-party,Retail,IMM,F4,0.35,329427.68,150024.12,62791.25,58868.3,64749.75
30/6/2025,47a974b9-d105-4210-88c1-6ddf2c6a74cb,Derivative,Securitization,Third-party,Corporate,IMM,F2,0.53,654845.77,237320.02,221288.65,219130.05,214070.03
30/6/2025,f13c2166-b567-4d09-88ab-ba3e43608fae,Derivative,Securitization,Collateral,Interbank,IMM,F1,0.71,161992.56,6249.26,110577.74,128340.03,124165.8
30/6/2025,1a4318ac-b49c-41c2-9c9c-d7aabb6b8329,Derivative,Securitization,Collateral,Retail,IMM,F4,0.4,735793.14,8007.85,291114.12,317721.8,314014.48
30/6/2025,86095a56-ad71-4648-b9f8-d7eaf8d50cac,Derivative,Trading,Third-party,Retail,IMM,F4,0.52,62741.21,206.32,32518.14,35070.09,33210.46
30/6/2025,f26e477a-b2b4-4a50-befd-47beed1a1248,Derivative,Banking,Government,Sovereign,IMM,F1,0.55,931624.55,229415.69,386214.87,353679.29,351461.88
30/6/2025,9b9ad938-a2ca-4808-ba24-82d3aad1400d,Derivative,Securitization,Third-party,Interbank,Standardized,F3,0.37,110247.24,27393.06,30656.05,27593.58,25613.37
30/6/2025,f5315882-fd3b-417d-9413-e8e2981f813f,Derivative,Banking,Collateral,Interbank,Standardized,F4,0.39,995066.94,439933.45,216502.06,251218.11,235496.54
30/6/2025,4b144215-2645-46ff-b529-7a81e6e29d83,Derivative,Securitization,Collateral,Sovereign,IMM,F2,0.3,862579.28,205431.39,197144.37,208463.89,202740.32
30/6/2025,60595ac2-c100-49f1-93d5-5c0dcc382bf8,Derivative,Securitization,Government,Retail,IMM,F3,0.8,91273.32,7723.5,66839.86,68722.54,75415.48
30/6/2025,9230f1b0-ee6d-4442-910c-3d49b59ce20d,Derivative,Banking,Government,Corporate,Standardized,F2,0.8,479902.9,88245.03,313326.3,251464.49,275240.96
30/6/2025,a43aea8c-c1d3-457e-8359-67bc6ff26a3f,Derivative,Banking,Third-party,Sovereign,SA-CCR,F4,0.61,953323.59,324250.77,383734.42,427996.59,466135.27
30/6/2025,46241dc9-89c2-4167-8912-217fa91685be,Derivative,Trading,Third-party,Retail,IMM,F2,0.96,176141.76,24173.31,145889.71,129964.11,140287.04
30/6/2025,2210e4b6-2c83-4f65-943d-d944668553ab,Derivative,Banking,Government,Corporate,Standardized,F3,0.92,308232.72,73134.82,216290.07,213248.09,204680.46
30/6/2025,830a1008-cc41-4626-a73e-b7d940d08e2c,Derivative,Trading,Collateral,Interbank,IMM,F1,0.22,683364.65,96324.56,129148.82,125828.61,126218.22
30/6/2025,5360efb0-aab7-4482-b9e8-0f7ee032d8da,Derivative,Trading,Government,Corporate,SA-CCR,F4,0.99,409800.54,43112.42,363021.24,407433.36,436729.16
30/6/2025,ac3cdd2a-1c58-420e-b195-cc4a369391ad,Derivative,Securitization,Collateral,Sovereign,SA-CCR,F4,0.56,141611.89,49434.52,51619.33,48656.33,46549.07
30/6/2025,6bb229a1-7874-49e8-9c7f-ef3c04d42b3d,Derivative,Trading,Government,Retail,IMM,F1,0.39,268236.9,53546,83729.45,67879.43,66127.93
30/6/2025,3d1a6c0c-8133-43ff-972a-69c753733925,Derivative,Banking,Collateral,Sovereign,Standardized,F1,0.86,80003.68,27105.25,45492.65,49114.46,46588.91
30/6/2025,f32e31d3-fa14-43c5-817c-9b784f9a68d1,Derivative,Banking,Third-party,Corporate,IMM,F1,0.4,604892.69,201287.45,161442.1,177482.39,176657.34
30/6/2025,c38cb7ed-56ea-4b35-a21c-14a111228344,Derivative,Securitization,Government,Sovereign,IMM,F4,0.31,662619.65,310790.08,109067.17,99247,99728.3
30/6/2025,ce377d04-e1f5-4c8c-8b58-49a7d99514a2,Derivative,Trading,Third-party,Corporate,IMM,F4,0.44,809722.29,244642.25,248635.22,242034.73,266195.33
30/6/2025,15a7b066-bca9-43b3-947d-cbf48657ed08,Derivative,Banking,Collateral,Interbank,Standardized,F3,0.42,436342.97,66350.89,155396.67,144469.06,136240.65
30/6/2025,72fbfbb4-6fc9-4e29-a286-41912a6d8b08,Derivative,Banking,Government,Corporate,Standardized,F1,0.46,388588.27,59977.02,151161.18,155937.68,164548.83
30/6/2025,54bbcf53-2687-422a-90d5-877c94d44c3b,Derivative,Banking,Third-party,Corporate,SA-CCR,F3,0.66,973455.88,273659.4,461865.68,496429.21,466008.44
30/6/2025,cc538dc4-74ce-40ba-b0e3-d367cbb9baa8,Derivative,Banking,Government,Corporate,SA-CCR,F4,0.94,950527.42,75431.2,822590.45,765873.41,794294.36
30/6/2025,46499815-3a4b-414a-a20f-0d8f1f9a3ee6,Derivative,Securitization,Government,Interbank,IMM,F1,0.52,102134.74,22670.94,41321.18,34720.99,36331.57
30/6/2025,c3c26723-ebaf-43eb-b68f-bcd34b23ce52,Derivative,Securitization,Third-party,Interbank,SA-CCR,F4,0.94,107831.02,53489.34,51081.18,50494.75,52140.86
30/6/2025,eb33875b-ef6d-442a-ad50-4a88ef9db0c9,Derivative,Securitization,Government,Interbank,Standardized,F1,0.22,611613,291593.1,70404.38,75043.63,78314
30/6/2025,10d4fb96-8dbc-45b5-a19e-62fe15a17749,Derivative,Trading,Government,Corporate,Standardized,F1,0.82,20418.8,5849.09,11947.16,11368.78,10532.33
30/6/2025,1afc5c38-a649-4087-a93f-e8a1dc39affe,Derivative,Securitization,Third-party,Sovereign,IMM,F3,0.87,52486.69,8653.77,38134.64,35915.68,37604.56
30/6/2025,7271960f-d525-4043-93e2-2830fcd51c56,Derivative,Trading,Collateral,Retail,IMM,F4,0.63,382042.04,150321.63,145983.86,161411.01,166768.71
30/6/2025,b8b12b3d-57c5-431a-b059-4e3a25665632,Derivative,Banking,Third-party,Sovereign,SA-CCR,F3,0.79,331955.15,144277.66,148265.22,146096.52,139158.05
30/6/2025,55d778bf-79ad-4183-8b2f-fa9d60c8f910,Derivative,Trading,Government,Interbank,Standardized,F4,0.48,788367.86,14524.81,371444.66,335335.1,365174.05
30/6/2025,482b1614-94f9-477b-b3f8-162ca105c440,Derivative,Trading,Government,Corporate,IMM,F3,0.95,410340.72,55293.92,337294.46,324489.79,316258.5
30/6/2025,d067801d-c65e-466e-9b7f-45054b827502,Derivative,Trading,Government,Retail,IMM,F2,0.71,946876.97,240233.59,501716.8,470710.56,430407.22
30/6/2025,04893398-2d04-4feb-9fc8-0b62b36480d9,Derivative,Banking,Collateral,Corporate,Standardized,F3,0.4,310813.34,116075.2,77895.26,63743.28,67067.86
30/6/2025,ca67da8c-131a-4720-aa66-c52109401ab1,Derivative,Securitization,Collateral,Sovereign,Standardized,F4,0.55,501992.2,216427.68,157060.49,163276.17,167405.29
30/6/2025,bbd50add-47ed-4841-9166-38cd02c96053,Derivative,Securitization,Government,Retail,Standardized,F1,0.55,457582.13,162283,162414.52,194521.14,175162.8
30/6/2025,109dc8cb-8ee2-4f0b-9421-a4d6d7db4d03,Derivative,Trading,Collateral,Sovereign,SA-CCR,F1,0.61,755119.91,238562.76,315099.86,346621.33,318453.22
30/6/2025,4e1125bc-ccfa-42bf-bff8-dc7f8d0372c3,Derivative,Trading,Third-party,Interbank,SA-CCR,F4,0.92,259026.63,89383.53,156071.65,129385.02,129379.88
30/6/2025,20430f04-aa77-48f0-8c9d-0500b1281ab4,Derivative,Banking,Government,Corporate,IMM,F2,0.56,809424.5,41272.13,430165.33,407036.72,415515.52
30/6/2025,fd674968-0a11-47c2-8dcf-29c3f32196cf,Derivative,Securitization,Government,Interbank,IMM,F4,0.23,548267.03,132957.75,95521.13,79548.42,84895.03
30/6/2025,3a4cf82d-6a58-4c73-b3b0-3dbc50ea791a,Derivative,Trading,Collateral,Corporate,SA-CCR,F1,0.7,533383.29,161875.34,260055.57,269491.16,295736.27
30/6/2025,1643ddb4-a546-47af-a80c-b27c51b553fd,Derivative,Trading,Collateral,Corporate,Standardized,F2,0.48,823154.93,215120.11,291856.71,307664.21,336382.02
30/6/2025,1c2c22fe-211b-4837-9fda-9c49f65e2ac9,Derivative,Trading,Government,Retail,SA-CCR,F2,0.47,13561.69,733.45,6029.27,6008.74,6348.71
30/6/2025,97ba7409-d7de-41b6-b9be-e3d91beabbc7,Derivative,Securitization,Government,Interbank,SA-CCR,F3,0.47,683766.85,109946.06,269695.77,320691.35,303149.56
30/6/2025,5a59109d-6307-4acd-a5aa-19234f4e9140,Derivative,Banking,Collateral,Interbank,IMM,F1,0.54,73662.83,12899.16,32812.38,37636.06,38306.19
30/6/2025,47cf6ce3-2622-4226-8d71-fce0fc061a74,Derivative,Securitization,Government,Interbank,IMM,F3,0.24,988927.64,63608.37,222076.62,215768.21,231838.38
30/6/2025,9a899098-3ced-4ecd-9e72-4861519d7063,Derivative,Securitization,Third-party,Sovereign,Standardized,F2,0.46,468994.49,201569.93,123015.3,105973.02,110197
30/6/2025,6c6708df-1955-4703-8109-5dc90e4ab21f,Derivative,Securitization,Government,Corporate,Standardized,F4,0.89,931583.59,46618.19,787619.21,928537.19,840142.44
30/6/2025,9ea199d7-5d4d-4e5e-97c9-6f326ef3c6b3,Derivative,Trading,Third-party,Corporate,Standardized,F1,0.91,771109.1,243650.04,479987.74,524503.58,531009.87
30/6/2025,5e96590b-018b-4aec-b305-5407650e5aef,Derivative,Securitization,Collateral,Corporate,Standardized,F1,0.48,437191.77,154884.45,135507.51,155299.58,157926.79
30/6/2025,a7da6e04-9863-46f4-ae9d-41cf3ae796f2,Derivative,Securitization,Third-party,Corporate,SA-CCR,F3,0.59,565572.34,238745.28,192827.97,210833.28,223086.38
30/6/2025,bcc6ae31-b0a9-4197-b5ba-36fc43d85f43,Derivative,Banking,Government,Retail,Standardized,F4,0.6,641181.85,67542.26,344183.75,312265.81,283191.17
30/6/2025,f6f2e10e-27ca-4edc-b7df-a1f2c64471f9,Derivative,Banking,Third-party,Sovereign,SA-CCR,F2,0.48,860098.53,151607.02,340075.92,367621,401565.44
30/6/2025,86b41677-5891-457d-adf7-1a57167a0275,Derivative,Trading,Collateral,Corporate,IMM,F3,0.6,835608.07,120439.66,429101.05,427125.48,464533.82
30/6/2025,41691f26-1331-48c4-a365-e9f51d5ad635,Derivative,Securitization,Collateral,Corporate,IMM,F4,0.61,823026.38,396451.08,260210.93,246485.86,263983.59
30/6/2025,10c93867-2f97-4ff9-8668-c305c322ab42,Derivative,Banking,Third-party,Interbank,Standardized,F2,0.97,583015.19,230786.16,341662.16,318700.7,320338.46
30/6/2025,0e73da44-c498-4969-b467-374e911029da,Derivative,Banking,Third-party,Sovereign,SA-CCR,F2,0.29,739846.6,317601.13,122451.19,143710.62,129757.46
30/6/2025,68a83799-cab9-4ddc-a0a1-eab9d711db35,Derivative,Securitization,Government,Retail,SA-CCR,F3,0.67,75633.13,12895.39,42034.29,36209.96,38096.71
30/6/2025,f2361321-516f-4bd2-b56b-d04b09ecfc0c,Derivative,Securitization,Government,Interbank,IMM,F3,0.72,928551.77,239304.55,496258,588811.44,552768.87
30/6/2025,76ae688d-fb1c-4ade-8062-fc841dd79a4a,Derivative,Banking,Collateral,Retail,Standardized,F2,0.21,228856.15,10153.46,45927.56,53084.37,54406.24
30/6/2025,3f782e91-e0ea-4730-837b-40b741574484,Derivative,Banking,Government,Corporate,Standardized,F3,0.97,414282.04,167362.21,239512.24,248096.32,268400.65
30/6/2025,1bd1977a-c78e-4c3f-af61-f71fd1e40d09,Derivative,Trading,Government,Interbank,Standardized,F4,0.51,594069.14,14617.66,295520.25,277422.16,254596.89
30/6/2025,e51332f4-6ef5-40d6-8532-170c713a2b66,Derivative,Trading,Collateral,Corporate,SA-CCR,F2,0.69,485725.72,95356.77,269354.58,299994.12,277223.44
30/6/2025,95913591-00ff-4b65-905a-afe4ab7b721d,Derivative,Banking,Government,Sovereign,SA-CCR,F1,0.37,437438.77,19282.75,154717.73,168726.49,185570.7
30/6/2025,11991042-74fd-49c6-8fdc-da2e37ae0c18,Derivative,Securitization,Government,Corporate,SA-CCR,F2,0.48,30989.77,161.03,14797.8,16172.98,15499
30/6/2025,ec650e98-8bb1-43b7-adae-3b841fa94c8c,Derivative,Trading,Collateral,Sovereign,SA-CCR,F4,0.87,162626.97,2846.53,139008.98,149651.75,158293.4
30/6/2025,9d71f096-0a3a-4d55-b935-5fdfc51a2817,Derivative,Securitization,Third-party,Corporate,IMM,F4,0.53,383575.95,118374.99,140556.51,140204.51,130836.29
30/6/2025,c8aba22f-7d4c-4589-bc9f-26b75107ed28,Derivative,Trading,Government,Retail,IMM,F2,0.76,949822.49,252462.21,529993.81,543539.16,585551.64
30/6/2025,e3982a19-de62-4917-a588-658d0bd82401,Derivative,Trading,Collateral,Sovereign,IMM,F3,0.67,76272.34,16946.37,39748.4,35077.65,32046
30/6/2025,8e60b637-b7d3-47cf-97d6-8e8d19991af4,Derivative,Trading,Third-party,Corporate,IMM,F4,0.32,723607.46,247512.4,152350.42,139295.97,143495.72
30/6/2025,949fd303-908a-40b7-a4d9-223277e56da8,Derivative,Banking,Government,Sovereign,IMM,F4,0.48,683468.9,45414.31,306266.2,326162.23,338797.37
30/6/2025,600b7b0f-f299-4b6d-81bb-a5b7b989f68f,Derivative,Trading,Collateral,Corporate,IMM,F4,0.72,406400.09,103918.79,217786.54,231201.68,245189.62
30/6/2025,1d92ad75-1a5c-4b82-850b-e35f92f35dc8,Derivative,Trading,Third-party,Interbank,Standardized,F1,0.56,202709.13,15707.28,104721.04,118454.22,109972.79
30/6/2025,77e33929-dfdc-4cdc-83e9-2b1cdcd8d867,Derivative,Securitization,Collateral,Corporate,IMM,F1,0.55,888007.35,91040.96,438331.51,505715.26,545523.52
30/6/2025,07dc13e0-2263-41ff-a011-710de1bcc490,Derivative,Banking,Third-party,Corporate,IMM,F1,0.99,296011.13,7056.67,286064.92,242926.12,230746.06
30/6/2025,86361adc-cb37-47a4-8b0d-32725aa9948e,Derivative,Trading,Collateral,Interbank,IMM,F1,0.52,143355.3,37455.12,55068.09,62889.82,61019.59
30/6/2025,aa17ccc2-6df1-49fa-8e0c-c6a00bbc1d92,Derivative,Banking,Third-party,Retail,SA-CCR,F2,0.77,535890.94,51916.18,372660.57,416859.12,375602.68
30/6/2025,3600f1f4-185b-4d5c-be52-02dafd1c3b48,Derivative,Securitization,Government,Sovereign,SA-CCR,F3,0.94,898439.8,366788.98,499751.77,584034.32,570792.73
30/6/2025,bcd1fe67-03bb-4b75-a3c7-8eca007cb53c,Derivative,Trading,Third-party,Retail,IMM,F3,0.85,29408.99,2174.95,23148.93,20074.34,21355.56
30/6/2025,3bd44605-de33-4735-a26a-a0e7e98e1bc2,Derivative,Banking,Collateral,Retail,IMM,F2,0.66,517155.83,217384.34,197849.18,167118.47,164432.29
30/6/2025,0e5b2c4d-cb33-40d9-b12a-e3ae144bf287,Derivative,Banking,Collateral,Sovereign,Standardized,F1,0.59,810688.88,128156.7,402693.99,437508.12,420064.53
30/6/2025,46512ba8-396f-43f6-a46c-6ef7b7d67711,Derivative,Banking,Third-party,Interbank,Standardized,F2,0.86,742831.54,243963.31,429026.68,485285.12,475252.95
30/6/2025,7b7d9655-3b4b-415f-bfc5-26d070ce03e8,Derivative,Trading,Government,Retail,IMM,F2,0.77,375557.75,185121.79,146635.69,133660.8,145218.14
30/6/2025,631eeed7-969a-4990-99cb-16678ab506ca,Derivative,Securitization,Collateral,Interbank,SA-CCR,F2,0.25,667794.49,297186.65,92651.96,81313.45,85458.8
30/6/2025,bbdbe34f-758a-4d1e-8f0a-5eba1e58a626,Derivative,Securitization,Third-party,Corporate,IMM,F4,0.53,341189.29,47250.81,155787.39,181097.63,195121.79
30/6/2025,81ef1d73-f4a2-47cc-974c-a8b2fbea3b37,Derivative,Banking,Government,Sovereign,SA-CCR,F2,0.8,390886.64,7664.31,306577.86,284777.49,310561.56
30/6/2025,76845ee9-0072-49ff-9a0d-35681a3c4408,Derivative,Securitization,Government,Sovereign,Standardized,F4,0.5,110888.58,7094.28,51897.15,52883.75,50821.17
30/6/2025,9b9c696c-61f5-44ba-8402-52e56153da13,Derivative,Securitization,Government,Corporate,Standardized,F2,0.53,530476.06,76678.84,240512.53,260731.81,236841.65
30/6/2025,bdcb5097-6aef-4a50-9dae-61d7ee4576f3,Derivative,Securitization,Government,Sovereign,IMM,F1,0.27,212564.21,96210.07,31415.62,31759.59,34523.39
30/6/2025,9f98a6d2-64d2-4ee1-a48e-43e3e9804dc9,Derivative,Banking,Government,Interbank,IMM,F3,0.81,915937.83,353223.5,455798.61,460200.25,467226.79
30/6/2025,60bbe896-7d0f-4069-b08d-445ce8570d19,Derivative,Securitization,Government,Interbank,IMM,F2,0.44,55643.12,11065.06,19614.35,19556.69,20401.09
30/6/2025,05aa149e-dcdb-4862-b604-2143d801d1ae,Derivative,Securitization,Government,Corporate,SA-CCR,F2,0.83,923968.01,399527.08,435285.97,377742.46,402449.28
30/6/2025,e8a609e5-3704-4442-a686-c9c8e1e0c074,Derivative,Banking,Government,Retail,IMM,F2,0.41,976585.59,336337.83,262501.58,249069.57,254300.77
30/6/2025,351f1f13-447a-4484-aa32-bf895fc85aa3,Derivative,Trading,Collateral,Retail,SA-CCR,F1,0.86,457863.62,176920.84,241610.79,242253.94,242182.86
30/6/2025,aa10f303-2f76-4a1e-9ecc-ac48cc3bcb74,Derivative,Banking,Third-party,Sovereign,SA-CCR,F4,0.93,143304.06,37712.2,98200.43,81964.52,88857.36
30/6/2025,4023fe45-79be-4ad8-b72a-0bf3b933c988,Derivative,Banking,Collateral,Sovereign,Standardized,F3,0.77,175249.31,58052.7,90241.39,84802.93,87951.77
30/6/2025,caca66c9-ff1e-4d2e-8598-f402d526918d,Derivative,Trading,Third-party,Interbank,IMM,F2,0.66,652739.24,258772.17,260018.27,276280.51,256173.21
30/6/2025,e60a19b8-4c75-4f8a-ac5d-4e4e48fc67c4,Derivative,Banking,Collateral,Sovereign,Standardized,F3,0.69,767197.8,382208.1,265642.89,221481.81,230878.62
30/6/2025,b3787811-ffe8-4e46-a066-2e8060738f6b,Derivative,Banking,Government,Corporate,Standardized,F1,0.41,287196.6,30419.53,105278.6,86351.12,84102.33
30/6/2025,e54ab8f6-5f35-480f-bf49-747734c1261a,Derivative,Securitization,Government,Retail,Standardized,F4,0.5,906976.46,32268.88,437353.79,472191.06,469542.54
30/6/2025,ac8ebd88-6e49-4063-932c-2fde9f5d2e9c,Derivative,Securitization,Government,Interbank,IMM,F3,0.61,645260.66,93081.73,336829.15,346663.48,340675.96
30/6/2025,65f280ab-fbdf-4933-949b-21c3f85de724,Derivative,Trading,Government,Retail,Standardized,F4,0.34,390521.87,179257.46,71829.9,65331.81,66188.76
30/6/2025,4b9bd9e2-cc9e-4bc7-97e4-82193a7b19f2,Derivative,Trading,Third-party,Corporate,IMM,F3,0.37,954471.9,243221.55,263162.63,267524.89,292401.18
30/6/2025,856e1d4a-12a5-4927-9448-9556f5318249,Derivative,Securitization,Third-party,Interbank,IMM,F4,0.93,633506.95,118310.51,479132.69,483509.51,447567.68
